Binary,Function Name,Function URL
lualatex,Sudo,/gtfobins/lualatex/#sudo
lualatex,Limited SUID,/gtfobins/lualatex/#limited-suid
luatex,Shell,/gtfobins/luatex/#shell
luatex,Sudo,/gtfobins/luatex/#sudo
luatex,Limited SUID,/gtfobins/luatex/#limited-suid
lwp-download,File download,/gtfobins/lwp-download/#file-download
lwp-download,File write,/gtfobins/lwp-download/#file-write
lwp-download,File read,/gtfobins/lwp-download/#file-read
lwp-download,Sudo,/gtfobins/lwp-download/#sudo
lwp-request,File read,/gtfobins/lwp-request/#file-read
lwp-request,Sudo,/gtfobins/lwp-request/#sudo
mail,Shell,/gtfobins/mail/#shell
mail,Sudo,/gtfobins/mail/#sudo
make,Shell,/gtfobins/make/#shell
make,File write,/gtfobins/make/#file-write
make,SUID,/gtfobins/make/#suid
make,Sudo,/gtfobins/make/#sudo
man,Shell,/gtfobins/man/#shell
man,File read,/gtfobins/man/#file-read
man,Sudo,/gtfobins/man/#sudo
mawk,Shell,/gtfobins/mawk/#shell
mawk,File write,/gtfobins/mawk/#file-write
mawk,File read,/gtfobins/mawk/#file-read
mawk,SUID,/gtfobins/mawk/#suid
mawk,Sudo,/gtfobins/mawk/#sudo
mawk,Limited SUID,/gtfobins/mawk/#limited-suid
minicom,Shell,/gtfobins/minicom/#shell
minicom,SUID,/gtfobins/minicom/#suid
minicom,Sudo,/gtfobins/minicom/#sudo
more,Shell,/gtfobins/more/#shell
more,File read,/gtfobins/more/#file-read
more,SUID,/gtfobins/more/#suid
more,Sudo,/gtfobins/more/#sudo
mosquitto,File read,/gtfobins/mosquitto/#file-read
mosquitto,SUID,/gtfobins/mosquitto/#suid
mosquitto,Sudo,/gtfobins/mosquitto/#sudo
mount,Sudo,/gtfobins/mount/#sudo
msfconsole,Shell,/gtfobins/msfconsole/#shell
msfconsole,Sudo,/gtfobins/msfconsole/#sudo
msgattrib,File read,/gtfobins/msgattrib/#file-read
msgattrib,SUID,/gtfobins/msgattrib/#suid
msgattrib,Sudo,/gtfobins/msgattrib/#sudo
msgcat,File read,/gtfobins/msgcat/#file-read
msgcat,SUID,/gtfobins/msgcat/#suid
msgcat,Sudo,/gtfobins/msgcat/#sudo
msgconv,File read,/gtfobins/msgconv/#file-read
msgconv,SUID,/gtfobins/msgconv/#suid
msgconv,Sudo,/gtfobins/msgconv/#sudo
msgfilter,Shell,/gtfobins/msgfilter/#shell
msgfilter,File read,/gtfobins/msgfilter/#file-read
msgfilter,SUID,/gtfobins/msgfilter/#suid
msgfilter,Sudo,/gtfobins/msgfilter/#sudo
msgmerge,File read,/gtfobins/msgmerge/#file-read
msgmerge,SUID,/gtfobins/msgmerge/#suid
msgmerge,Sudo,/gtfobins/msgmerge/#sudo
msguniq,File read,/gtfobins/msguniq/#file-read
msguniq,SUID,/gtfobins/msguniq/#suid
msguniq,Sudo,/gtfobins/msguniq/#sudo
mtr,File read,/gtfobins/mtr/#file-read
mtr,Sudo,/gtfobins/mtr/#sudo
multitime,Shell,/gtfobins/multitime/#shell
multitime,SUID,/gtfobins/multitime/#suid
multitime,Sudo,/gtfobins/multitime/#sudo
mv,SUID,/gtfobins/mv/#suid
mv,Sudo,/gtfobins/mv/#sudo
mysql,Shell,/gtfobins/mysql/#shell
mysql,Library load,/gtfobins/mysql/#library-load
mysql,Sudo,/gtfobins/mysql/#sudo
mysql,Limited SUID,/gtfobins/mysql/#limited-suid
nano,Shell,/gtfobins/nano/#shell
nano,File write,/gtfobins/nano/#file-write
nano,File read,/gtfobins/nano/#file-read
nano,Sudo,/gtfobins/nano/#sudo
nano,Limited SUID,/gtfobins/nano/#limited-suid
nasm,File read,/gtfobins/nasm/#file-read
nasm,SUID,/gtfobins/nasm/#suid
nasm,Sudo,/gtfobins/nasm/#sudo
nawk,Shell,/gtfobins/nawk/#shell
nawk,Non-interactive reverse shell,/gtfobins/nawk/#non-interactive-reverse-shell
nawk,Non-interactive bind shell,/gtfobins/nawk/#non-interactive-bind-shell
nawk,File write,/gtfobins/nawk/#file-write
nawk,File read,/gtfobins/nawk/#file-read
nawk,SUID,/gtfobins/nawk/#suid
nawk,Sudo,/gtfobins/nawk/#sudo
nawk,Limited SUID,/gtfobins/nawk/#limited-suid
nc,Reverse shell,/gtfobins/nc/#reverse-shell
nc,Bind shell,/gtfobins/nc/#bind-shell
nc,File upload,/gtfobins/nc/#file-upload
nc,File download,/gtfobins/nc/#file-download
nc,Sudo,/gtfobins/nc/#sudo
nc,Limited SUID,/gtfobins/nc/#limited-suid
ncdu,Shell,/gtfobins/ncdu/#shell
ncdu,Sudo,/gtfobins/ncdu/#sudo
ncdu,Limited SUID,/gtfobins/ncdu/#limited-suid
ncftp,Shell,/gtfobins/ncftp/#shell
ncftp,SUID,/gtfobins/ncftp/#suid
ncftp,Sudo,/gtfobins/ncftp/#sudo
neofetch,Shell,/gtfobins/neofetch/#shell
neofetch,File read,/gtfobins/neofetch/#file-read
neofetch,Sudo,/gtfobins/neofetch/#sudo
nft,File read,/gtfobins/nft/#file-read
nft,SUID,/gtfobins/nft/#suid
nft,Sudo,/gtfobins/nft/#sudo
nice,Shell,/gtfobins/nice/#shell
nice,SUID,/gtfobins/nice/#suid
nice,Sudo,/gtfobins/nice/#sudo
nl,File read,/gtfobins/nl/#file-read
nl,SUID,/gtfobins/nl/#suid
nl,Sudo,/gtfobins/nl/#sudo
nm,File read,/gtfobins/nm/#file-read
nm,SUID,/gtfobins/nm/#suid
nm,Sudo,/gtfobins/nm/#sudo
nmap,Shell,/gtfobins/nmap/#shell
nmap,Non-interactive reverse shell,/gtfobins/nmap/#non-interactive-reverse-shell
nmap,Non-interactive bind shell,/gtfobins/nmap/#non-interactive-bind-shell
nmap,File upload,/gtfobins/nmap/#file-upload
nmap,File download,/gtfobins/nmap/#file-download
nmap,File write,/gtfobins/nmap/#file-write
nmap,File read,/gtfobins/nmap/#file-read
nmap,SUID,/gtfobins/nmap/#suid
nmap,Sudo,/gtfobins/nmap/#sudo
nmap,Limited SUID,/gtfobins/nmap/#limited-suid
node,Shell,/gtfobins/node/#shell
node,Reverse shell,/gtfobins/node/#reverse-shell
node,Bind shell,/gtfobins/node/#bind-shell
node,File upload,/gtfobins/node/#file-upload
node,File download,/gtfobins/node/#file-download
node,File write,/gtfobins/node/#file-write
node,File read,/gtfobins/node/#file-read
node,SUID,/gtfobins/node/#suid
node,Sudo,/gtfobins/node/#sudo
node,Capabilities,/gtfobins/node/#capabilities
nohup,Shell,/gtfobins/nohup/#shell
nohup,Command,/gtfobins/nohup/#command
nohup,SUID,/gtfobins/nohup/#suid
nohup,Sudo,/gtfobins/nohup/#sudo
npm,Shell,/gtfobins/npm/#shell
npm,Sudo,/gtfobins/npm/#sudo
nroff,Shell,/gtfobins/nroff/#shell
nroff,File read,/gtfobins/nroff/#file-read
nroff,Sudo,/gtfobins/nroff/#sudo
nsenter,Shell,/gtfobins/nsenter/#shell
nsenter,Sudo,/gtfobins/nsenter/#sudo
ntpdate,File read,/gtfobins/ntpdate/#file-read
ntpdate,SUID,/gtfobins/ntpdate/#suid
ntpdate,Sudo,/gtfobins/ntpdate/#sudo
octave,Shell,/gtfobins/octave/#shell
octave,File write,/gtfobins/octave/#file-write
octave,File read,/gtfobins/octave/#file-read
octave,Sudo,/gtfobins/octave/#sudo
octave,Limited SUID,/gtfobins/octave/#limited-suid
od,File read,/gtfobins/od/#file-read
od,SUID,/gtfobins/od/#suid
od,Sudo,/gtfobins/od/#sudo
openssl,Reverse shell,/gtfobins/openssl/#reverse-shell
openssl,File upload,/gtfobins/openssl/#file-upload
openssl,File download,/gtfobins/openssl/#file-download
openssl,File write,/gtfobins/openssl/#file-write
openssl,File read,/gtfobins/openssl/#file-read
openssl,Library load,/gtfobins/openssl/#library-load
openssl,SUID,/gtfobins/openssl/#suid
openssl,Sudo,/gtfobins/openssl/#sudo
openvpn,Shell,/gtfobins/openvpn/#shell
openvpn,File read,/gtfobins/openvpn/#file-read
openvpn,SUID,/gtfobins/openvpn/#suid
openvpn,Sudo,/gtfobins/openvpn/#sudo
openvt,Sudo,/gtfobins/openvt/#sudo
opkg,Sudo,/gtfobins/opkg/#sudo
pandoc,Shell,/gtfobins/pandoc/#shell
pandoc,File write,/gtfobins/pandoc/#file-write
pandoc,File read,/gtfobins/pandoc/#file-read
pandoc,SUID,/gtfobins/pandoc/#suid
pandoc,Sudo,/gtfobins/pandoc/#sudo
pandoc,Limited SUID,/gtfobins/pandoc/#limited-suid
paste,File read,/gtfobins/paste/#file-read
paste,SUID,/gtfobins/paste/#suid
paste,Sudo,/gtfobins/paste/#sudo
pax,File read,/gtfobins/pax/#file-read
pdb,Shell,/gtfobins/pdb/#shell
pdb,Sudo,/gtfobins/pdb/#sudo
pdflatex,Shell,/gtfobins/pdflatex/#shell
pdflatex,File read,/gtfobins/pdflatex/#file-read
pdflatex,Sudo,/gtfobins/pdflatex/#sudo
pdflatex,Limited SUID,/gtfobins/pdflatex/#limited-suid
pdftex,Shell,/gtfobins/pdftex/#shell
pdftex,Sudo,/gtfobins/pdftex/#sudo
pdftex,Limited SUID,/gtfobins/pdftex/#limited-suid
perf,Shell,/gtfobins/perf/#shell
perf,SUID,/gtfobins/perf/#suid
perf,Sudo,/gtfobins/perf/#sudo
perl,Shell,/gtfobins/perl/#shell
perl,Reverse shell,/gtfobins/perl/#reverse-shell
perl,File read,/gtfobins/perl/#file-read
perl,SUID,/gtfobins/perl/#suid
perl,Sudo,/gtfobins/perl/#sudo
perl,Capabilities,/gtfobins/perl/#capabilities
perlbug,Shell,/gtfobins/perlbug/#shell
perlbug,Sudo,/gtfobins/perlbug/#sudo
pexec,Shell,/gtfobins/pexec/#shell
pexec,SUID,/gtfobins/pexec/#suid
pexec,Sudo,/gtfobins/pexec/#sudo
pg,Shell,/gtfobins/pg/#shell
pg,File read,/gtfobins/pg/#file-read
pg,SUID,/gtfobins/pg/#suid
pg,Sudo,/gtfobins/pg/#sudo
php,Shell,/gtfobins/php/#shell
php,Command,/gtfobins/php/#command
php,Reverse shell,/gtfobins/php/#reverse-shell
php,File upload,/gtfobins/php/#file-upload
php,File download,/gtfobins/php/#file-download
php,File write,/gtfobins/php/#file-write
php,File read,/gtfobins/php/#file-read
php,SUID,/gtfobins/php/#suid
php,Sudo,/gtfobins/php/#sudo
php,Capabilities,/gtfobins/php/#capabilities
pic,Shell,/gtfobins/pic/#shell
pic,File read,/gtfobins/pic/#file-read
pic,Sudo,/gtfobins/pic/#sudo
pic,Limited SUID,/gtfobins/pic/#limited-suid
pico,Shell,/gtfobins/pico/#shell
pico,File write,/gtfobins/pico/#file-write
pico,File read,/gtfobins/pico/#file-read
pico,Sudo,/gtfobins/pico/#sudo
pico,Limited SUID,/gtfobins/pico/#limited-suid
pidstat,Command,/gtfobins/pidstat/#command
pidstat,SUID,/gtfobins/pidstat/#suid
pidstat,Sudo,/gtfobins/pidstat/#sudo
pip,Shell,/gtfobins/pip/#shell
pip,Reverse shell,/gtfobins/pip/#reverse-shell
pip,File upload,/gtfobins/pip/#file-upload
pip,File download,/gtfobins/pip/#file-download
pip,File write,/gtfobins/pip/#file-write
pip,File read,/gtfobins/pip/#file-read
pip,Library load,/gtfobins/pip/#library-load
pip,Sudo,/gtfobins/pip/#sudo
pkexec,Sudo,/gtfobins/pkexec/#sudo
pkg,Sudo,/gtfobins/pkg/#sudo
posh,Shell,/gtfobins/posh/#shell
posh,Sudo,/gtfobins/posh/#sudo
posh,Limited SUID,/gtfobins/posh/#limited-suid
pr,File read,/gtfobins/pr/#file-read
pr,SUID,/gtfobins/pr/#suid
pr,Sudo,/gtfobins/pr/#sudo
pry,Shell,/gtfobins/pry/#shell
pry,Sudo,/gtfobins/pry/#sudo
pry,Limited SUID,/gtfobins/pry/#limited-suid
psftp,Shell,/gtfobins/psftp/#shell
psftp,Sudo,/gtfobins/psftp/#sudo
psftp,Limited SUID,/gtfobins/psftp/#limited-suid
psql,Shell,/gtfobins/psql/#shell
psql,Sudo,/gtfobins/psql/#sudo
ptx,File read,/gtfobins/ptx/#file-read
ptx,SUID,/gtfobins/ptx/#suid
ptx,Sudo,/gtfobins/ptx/#sudo
puppet,Shell,/gtfobins/puppet/#shell
puppet,File write,/gtfobins/puppet/#file-write
puppet,File read,/gtfobins/puppet/#file-read
puppet,Sudo,/gtfobins/puppet/#sudo
pwsh,Shell,/gtfobins/pwsh/#shell
pwsh,File write,/gtfobins/pwsh/#file-write
pwsh,Sudo,/gtfobins/pwsh/#sudo
python,Shell,/gtfobins/python/#shell
python,Reverse shell,/gtfobins/python/#reverse-shell
python,File upload,/gtfobins/python/#file-upload
python,File download,/gtfobins/python/#file-download
python,File write,/gtfobins/python/#file-write
python,File read,/gtfobins/python/#file-read
python,Library load,/gtfobins/python/#library-load
python,SUID,/gtfobins/python/#suid
python,Sudo,/gtfobins/python/#sudo
python,Capabilities,/gtfobins/python/#capabilities
rake,Shell,/gtfobins/rake/#shell
rake,File read,/gtfobins/rake/#file-read
rake,Sudo,/gtfobins/rake/#sudo
rake,Limited SUID,/gtfobins/rake/#limited-suid
rc,Shell,/gtfobins/rc/#shell
rc,SUID,/gtfobins/rc/#suid
rc,Sudo,/gtfobins/rc/#sudo
readelf,File read,/gtfobins/readelf/#file-read
readelf,SUID,/gtfobins/readelf/#suid
readelf,Sudo,/gtfobins/readelf/#sudo
red,File write,/gtfobins/red/#file-write
red,File read,/gtfobins/red/#file-read
red,Sudo,/gtfobins/red/#sudo
redcarpet,File read,/gtfobins/redcarpet/#file-read
redcarpet,Sudo,/gtfobins/redcarpet/#sudo
redis,File write,/gtfobins/redis/#file-write
restic,File upload,/gtfobins/restic/#file-upload
restic,SUID,/gtfobins/restic/#suid
restic,Sudo,/gtfobins/restic/#sudo
rev,File read,/gtfobins/rev/#file-read
rev,SUID,/gtfobins/rev/#suid
rev,Sudo,/gtfobins/rev/#sudo
rlogin,File upload,/gtfobins/rlogin/#file-upload
rlwrap,Shell,/gtfobins/rlwrap/#shell
rlwrap,File write,/gtfobins/rlwrap/#file-write
rlwrap,SUID,/gtfobins/rlwrap/#suid
rlwrap,Sudo,/gtfobins/rlwrap/#sudo
rpm,Shell,/gtfobins/rpm/#shell
rpm,Sudo,/gtfobins/rpm/#sudo
rpm,Limited SUID,/gtfobins/rpm/#limited-suid
rpmdb,Shell,/gtfobins/rpmdb/#shell
rpmdb,Sudo,/gtfobins/rpmdb/#sudo
rpmdb,Limited SUID,/gtfobins/rpmdb/#limited-suid
rpmquery,Shell,/gtfobins/rpmquery/#shell
rpmquery,Sudo,/gtfobins/rpmquery/#sudo
rpmquery,Limited SUID,/gtfobins/rpmquery/#limited-suid
rpmverify,Shell,/gtfobins/rpmverify/#shell
rpmverify,Sudo,/gtfobins/rpmverify/#sudo
rpmverify,Limited SUID,/gtfobins/rpmverify/#limited-suid
rsync,Shell,/gtfobins/rsync/#shell
rsync,SUID,/gtfobins/rsync/#suid
rsync,Sudo,/gtfobins/rsync/#sudo
rtorrent,Shell,/gtfobins/rtorrent/#shell
rtorrent,SUID,/gtfobins/rtorrent/#suid
ruby,Shell,/gtfobins/ruby/#shell
ruby,Reverse shell,/gtfobins/ruby/#reverse-shell
ruby,File upload,/gtfobins/ruby/#file-upload
ruby,File download,/gtfobins/ruby/#file-download
ruby,File write,/gtfobins/ruby/#file-write
ruby,File read,/gtfobins/ruby/#file-read
ruby,Library load,/gtfobins/ruby/#library-load
ruby,Sudo,/gtfobins/ruby/#sudo
ruby,Capabilities,/gtfobins/ruby/#capabilities
run-mailcap,Shell,/gtfobins/run-mailcap/#shell
run-mailcap,File write,/gtfobins/run-mailcap/#file-write
run-mailcap,File read,/gtfobins/run-mailcap/#file-read
run-mailcap,Sudo,/gtfobins/run-mailcap/#sudo
run-parts,Shell,/gtfobins/run-parts/#shell
run-parts,SUID,/gtfobins/run-parts/#suid
run-parts,Sudo,/gtfobins/run-parts/#sudo
runscript,Shell,/gtfobins/runscript/#shell
runscript,Sudo,/gtfobins/runscript/#sudo
runscript,Limited SUID,/gtfobins/runscript/#limited-suid
rview,Shell,/gtfobins/rview/#shell
rview,Reverse shell,/gtfobins/rview/#reverse-shell
rview,Non-interactive reverse shell,/gtfobins/rview/#non-interactive-reverse-shell
rview,Non-interactive bind shell,/gtfobins/rview/#non-interactive-bind-shell
rview,File upload,/gtfobins/rview/#file-upload
rview,File download,/gtfobins/rview/#file-download
rview,File write,/gtfobins/rview/#file-write
rview,File read,/gtfobins/rview/#file-read
rview,Library load,/gtfobins/rview/#library-load
rview,SUID,/gtfobins/rview/#suid
rview,Sudo,/gtfobins/rview/#sudo
rview,Capabilities,/gtfobins/rview/#capabilities
rview,Limited SUID,/gtfobins/rview/#limited-suid
rvim,Shell,/gtfobins/rvim/#shell
rvim,Reverse shell,/gtfobins/rvim/#reverse-shell
rvim,Non-interactive reverse shell,/gtfobins/rvim/#non-interactive-reverse-shell
rvim,Non-interactive bind shell,/gtfobins/rvim/#non-interactive-bind-shell
rvim,File upload,/gtfobins/rvim/#file-upload
rvim,File download,/gtfobins/rvim/#file-download
rvim,File write,/gtfobins/rvim/#file-write
rvim,File read,/gtfobins/rvim/#file-read
rvim,Library load,/gtfobins/rvim/#library-load
rvim,SUID,/gtfobins/rvim/#suid
rvim,Sudo,/gtfobins/rvim/#sudo
rvim,Capabilities,/gtfobins/rvim/#capabilities
rvim,Limited SUID,/gtfobins/rvim/#limited-suid
sash,Shell,/gtfobins/sash/#shell
sash,SUID,/gtfobins/sash/#suid
sash,Sudo,/gtfobins/sash/#sudo
scanmem,Shell,/gtfobins/scanmem/#shell
scanmem,SUID,/gtfobins/scanmem/#suid
scanmem,Sudo,/gtfobins/scanmem/#sudo
scp,Shell,/gtfobins/scp/#shell
scp,File upload,/gtfobins/scp/#file-upload
scp,File download,/gtfobins/scp/#file-download
scp,Sudo,/gtfobins/scp/#sudo
scp,Limited SUID,/gtfobins/scp/#limited-suid
screen,Shell,/gtfobins/screen/#shell
screen,File write,/gtfobins/screen/#file-write
screen,Sudo,/gtfobins/screen/#sudo
script,Shell,/gtfobins/script/#shell
script,File write,/gtfobins/script/#file-write
script,Sudo,/gtfobins/script/#sudo
scrot,Shell,/gtfobins/scrot/#shell
scrot,Sudo,/gtfobins/scrot/#sudo
scrot,Limited SUID,/gtfobins/scrot/#limited-suid
sed,Shell,/gtfobins/sed/#shell
sed,Command,/gtfobins/sed/#command
sed,File write,/gtfobins/sed/#file-write
sed,File read,/gtfobins/sed/#file-read
sed,SUID,/gtfobins/sed/#suid
sed,Sudo,/gtfobins/sed/#sudo
service,Shell,/gtfobins/service/#shell
service,Sudo,/gtfobins/service/#sudo
setarch,Shell,/gtfobins/setarch/#shell
setarch,SUID,/gtfobins/setarch/#suid
setarch,Sudo,/gtfobins/setarch/#sudo
setfacl,SUID,/gtfobins/setfacl/#suid
setfacl,Sudo,/gtfobins/setfacl/#sudo
setlock,Shell,/gtfobins/setlock/#shell
setlock,SUID,/gtfobins/setlock/#suid
setlock,Sudo,/gtfobins/setlock/#sudo
sftp,Shell,/gtfobins/sftp/#shell
sftp,File upload,/gtfobins/sftp/#file-upload
sftp,File download,/gtfobins/sftp/#file-download
sftp,Sudo,/gtfobins/sftp/#sudo
sg,Shell,/gtfobins/sg/#shell
sg,Sudo,/gtfobins/sg/#sudo
shuf,File write,/gtfobins/shuf/#file-write
shuf,File read,/gtfobins/shuf/#file-read
shuf,SUID,/gtfobins/shuf/#suid
shuf,Sudo,/gtfobins/shuf/#sudo
slsh,Shell,/gtfobins/slsh/#shell
slsh,Sudo,/gtfobins/slsh/#sudo
slsh,Limited SUID,/gtfobins/slsh/#limited-suid
smbclient,Shell,/gtfobins/smbclient/#shell
smbclient,File upload,/gtfobins/smbclient/#file-upload
smbclient,File download,/gtfobins/smbclient/#file-download
smbclient,Sudo,/gtfobins/smbclient/#sudo
snap,Sudo,/gtfobins/snap/#sudo
socat,Shell,/gtfobins/socat/#shell
socat,Reverse shell,/gtfobins/socat/#reverse-shell
socat,Bind shell,/gtfobins/socat/#bind-shell
socat,File upload,/gtfobins/socat/#file-upload
socat,File download,/gtfobins/socat/#file-download
socat,File write,/gtfobins/socat/#file-write
socat,File read,/gtfobins/socat/#file-read
socat,Sudo,/gtfobins/socat/#sudo
socat,Limited SUID,/gtfobins/socat/#limited-suid
socket,Reverse shell,/gtfobins/socket/#reverse-shell
socket,Bind shell,/gtfobins/socket/#bind-shell
soelim,File read,/gtfobins/soelim/#file-read
soelim,SUID,/gtfobins/soelim/#suid
soelim,Sudo,/gtfobins/soelim/#sudo
softlimit,Shell,/gtfobins/softlimit/#shell
softlimit,SUID,/gtfobins/softlimit/#suid
softlimit,Sudo,/gtfobins/softlimit/#sudo
sort,File read,/gtfobins/sort/#file-read
sort,SUID,/gtfobins/sort/#suid
sort,Sudo,/gtfobins/sort/#sudo
split,Shell,/gtfobins/split/#shell
split,Command,/gtfobins/split/#command
split,File write,/gtfobins/split/#file-write
split,File read,/gtfobins/split/#file-read
split,Sudo,/gtfobins/split/#sudo
sqlite3,Shell,/gtfobins/sqlite3/#shell
sqlite3,File write,/gtfobins/sqlite3/#file-write
sqlite3,File read,/gtfobins/sqlite3/#file-read
sqlite3,SUID,/gtfobins/sqlite3/#suid
sqlite3,Sudo,/gtfobins/sqlite3/#sudo
sqlite3,Limited SUID,/gtfobins/sqlite3/#limited-suid
sqlmap,Shell,/gtfobins/sqlmap/#shell
sqlmap,Sudo,/gtfobins/sqlmap/#sudo
ss,File read,/gtfobins/ss/#file-read
ss,SUID,/gtfobins/ss/#suid
ss,Sudo,/gtfobins/ss/#sudo
ssh-agent,Shell,/gtfobins/ssh-agent/#shell
ssh-agent,SUID,/gtfobins/ssh-agent/#suid
ssh-agent,Sudo,/gtfobins/ssh-agent/#sudo
ssh-keygen,Library load,/gtfobins/ssh-keygen/#library-load
ssh-keygen,SUID,/gtfobins/ssh-keygen/#suid
ssh-keygen,Sudo,/gtfobins/ssh-keygen/#sudo
ssh-keyscan,File read,/gtfobins/ssh-keyscan/#file-read
ssh-keyscan,SUID,/gtfobins/ssh-keyscan/#suid
ssh-keyscan,Sudo,/gtfobins/ssh-keyscan/#sudo
ssh,Shell,/gtfobins/ssh/#shell
ssh,File upload,/gtfobins/ssh/#file-upload
ssh,File download,/gtfobins/ssh/#file-download
ssh,File read,/gtfobins/ssh/#file-read
ssh,Sudo,/gtfobins/ssh/#sudo
sshpass,Shell,/gtfobins/sshpass/#shell
sshpass,SUID,/gtfobins/sshpass/#suid
sshpass,Sudo,/gtfobins/sshpass/#sudo
start-stop-daemon,Shell,/gtfobins/start-stop-daemon/#shell
start-stop-daemon,SUID,/gtfobins/start-stop-daemon/#suid
start-stop-daemon,Sudo,/gtfobins/start-stop-daemon/#sudo
stdbuf,Shell,/gtfobins/stdbuf/#shell
stdbuf,SUID,/gtfobins/stdbuf/#suid
stdbuf,Sudo,/gtfobins/stdbuf/#sudo
strace,Shell,/gtfobins/strace/#shell
strace,File write,/gtfobins/strace/#file-write
strace,SUID,/gtfobins/strace/#suid
strace,Sudo,/gtfobins/strace/#sudo
strings,File read,/gtfobins/strings/#file-read
strings,SUID,/gtfobins/strings/#suid
strings,Sudo,/gtfobins/strings/#sudo
su,Sudo,/gtfobins/su/#sudo
sudo,Sudo,/gtfobins/sudo/#sudo
sysctl,Command,/gtfobins/sysctl/#command
sysctl,File read,/gtfobins/sysctl/#file-read
sysctl,SUID,/gtfobins/sysctl/#suid
sysctl,Sudo,/gtfobins/sysctl/#sudo
systemctl,SUID,/gtfobins/systemctl/#suid
systemctl,Sudo,/gtfobins/systemctl/#sudo
systemd-resolve,Sudo,/gtfobins/systemd-resolve/#sudo
tac,File read,/gtfobins/tac/#file-read
tac,SUID,/gtfobins/tac/#suid
tac,Sudo,/gtfobins/tac/#sudo
tail,File read,/gtfobins/tail/#file-read
tail,SUID,/gtfobins/tail/#suid
tail,Sudo,/gtfobins/tail/#sudo
tar,Shell,/gtfobins/tar/#shell
tar,File upload,/gtfobins/tar/#file-upload
tar,File download,/gtfobins/tar/#file-download
tar,File write,/gtfobins/tar/#file-write
tar,File read,/gtfobins/tar/#file-read
tar,Sudo,/gtfobins/tar/#sudo
tar,Limited SUID,/gtfobins/tar/#limited-suid
task,Shell,/gtfobins/task/#shell
task,Sudo,/gtfobins/task/#sudo
taskset,Shell,/gtfobins/taskset/#shell
taskset,SUID,/gtfobins/taskset/#suid
taskset,Sudo,/gtfobins/taskset/#sudo
tasksh,Shell,/gtfobins/tasksh/#shell
tasksh,Sudo,/gtfobins/tasksh/#sudo
tasksh,Limited SUID,/gtfobins/tasksh/#limited-suid
tbl,File read,/gtfobins/tbl/#file-read
tbl,SUID,/gtfobins/tbl/#suid
tbl,Sudo,/gtfobins/tbl/#sudo
tclsh,Shell,/gtfobins/tclsh/#shell
tclsh,Non-interactive reverse shell,/gtfobins/tclsh/#non-interactive-reverse-shell
tclsh,SUID,/gtfobins/tclsh/#suid
tclsh,Sudo,/gtfobins/tclsh/#sudo
tcpdump,Command,/gtfobins/tcpdump/#command
tcpdump,Sudo,/gtfobins/tcpdump/#sudo
tdbtool,Shell,/gtfobins/tdbtool/#shell
tdbtool,Sudo,/gtfobins/tdbtool/#sudo
tdbtool,Limited SUID,/gtfobins/tdbtool/#limited-suid
tee,File write,/gtfobins/tee/#file-write
tee,SUID,/gtfobins/tee/#suid
tee,Sudo,/gtfobins/tee/#sudo
telnet,Shell,/gtfobins/telnet/#shell
telnet,Reverse shell,/gtfobins/telnet/#reverse-shell
telnet,Sudo,/gtfobins/telnet/#sudo
telnet,Limited SUID,/gtfobins/telnet/#limited-suid
terraform,File read,/gtfobins/terraform/#file-read
terraform,SUID,/gtfobins/terraform/#suid
terraform,Sudo,/gtfobins/terraform/#sudo
tex,Shell,/gtfobins/tex/#shell
tex,Sudo,/gtfobins/tex/#sudo
tex,Limited SUID,/gtfobins/tex/#limited-suid
tftp,File upload,/gtfobins/tftp/#file-upload
tftp,File download,/gtfobins/tftp/#file-download
tftp,SUID,/gtfobins/tftp/#suid
tftp,Sudo,/gtfobins/tftp/#sudo
tic,File read,/gtfobins/tic/#file-read
tic,SUID,/gtfobins/tic/#suid
tic,Sudo,/gtfobins/tic/#sudo
time,Shell,/gtfobins/time/#shell
time,SUID,/gtfobins/time/#suid
time,Sudo,/gtfobins/time/#sudo
timedatectl,Shell,/gtfobins/timedatectl/#shell
timedatectl,Sudo,/gtfobins/timedatectl/#sudo
timeout,Shell,/gtfobins/timeout/#shell
timeout,SUID,/gtfobins/timeout/#suid
timeout,Sudo,/gtfobins/timeout/#sudo
tmate,Shell,/gtfobins/tmate/#shell
tmate,Sudo,/gtfobins/tmate/#sudo
tmate,Limited SUID,/gtfobins/tmate/#limited-suid
tmux,Shell,/gtfobins/tmux/#shell
tmux,File read,/gtfobins/tmux/#file-read
tmux,Sudo,/gtfobins/tmux/#sudo
top,Shell,/gtfobins/top/#shell
top,Sudo,/gtfobins/top/#sudo
torify,Shell,/gtfobins/torify/#shell
torify,Sudo,/gtfobins/torify/#sudo
torsocks,Shell,/gtfobins/torsocks/#shell
torsocks,Sudo,/gtfobins/torsocks/#sudo
troff,File read,/gtfobins/troff/#file-read
troff,SUID,/gtfobins/troff/#suid
troff,Sudo,/gtfobins/troff/#sudo
tshark,Shell,/gtfobins/tshark/#shell
ul,File read,/gtfobins/ul/#file-read
ul,SUID,/gtfobins/ul/#suid
ul,Sudo,/gtfobins/ul/#sudo
unexpand,File read,/gtfobins/unexpand/#file-read
unexpand,SUID,/gtfobins/unexpand/#suid
unexpand,Sudo,/gtfobins/unexpand/#sudo
uniq,File read,/gtfobins/uniq/#file-read
